dt,co2_ppm,temperature_c,humidity_pct,lvoc_ppb,pm25_ugm3,headcount
2024-03-19 20:15:00,474.0,22.0,67.0,0.5,2.0,0.3333333333333333
2024-03-19 20:30:00,445.0,22.0,67.0,0.0,2.0,0.3333333333333333
2024-03-19 20:45:00,449.0,22.0,67.0,0.0,4.0,0.3333333333333333
2024-03-19 21:00:00,457.5,22.0,67.0,0.0,1.5,0.3333333333333333
2024-03-19 21:15:00,453.0,22.0,67.0,0.0,2.0,0.3333333333333333
2024-03-19 21:30:00,445.0,22.0,67.0,0.0,3.0,0.3333333333333333
2024-03-19 21:45:00,457.0,21.8,65.0,0.0,4.0,0.3333333333333333
2024-03-19 22:00:00,439.0,21.8,64.0,0.0,1.0,0.3333333333333333
2024-03-19 22:15:00,445.5,21.8,61.0,0.0,1.5,0.3333333333333333
2024-03-19 22:30:00,438.0,21.8,60.0,0.0,1.0,0.3333333333333333
2024-03-19 22:45:00,438.5,21.8,59.0,0.0,1.0,0.3333333333333333
2024-03-19 23:00:00,430.0,21.5,59.0,0.0,1.0,0.3333333333333333
2024-03-19 23:15:00,419.0,21.8,59.0,0.0,1.0,0.3333333333333333
2024-03-19 23:30:00,431.5,22.15,59.0,0.0,2.0,0.3333333333333333
2024-03-19 23:45:00,451.0,22.3,59.0,0.0,4.0,0.3333333333333333
2024-03-20 00:00:00,435.0,22.3,59.0,0.0,2.0,0.3333333333333333
2024-03-20 00:15:00,433.5,22.5,59.0,0.0,2.5,0.3333333333333333
2024-03-20 00:30:00,442.0,22.5,59.0,0.0,2.0,0.3333333333333333
2024-03-20 00:45:00,441.0,22.5,59.0,0.0,3.0,0.3333333333333333
2024-03-20 01:00:00,436.0,22.3,59.0,0.0,2.0,0.3333333333333333
2024-03-20 01:15:00,431.0,22.3,59.0,0.0,3.0,0.3333333333333333
2024-03-20 01:30:00,436.5,22.3,59.0,0.0,2.0,0.3333333333333333
2024-03-20 01:45:00,432.0,22.3,59.0,0.0,2.0,0.3333333333333333
2024-03-20 02:00:00,440.5,22.3,58.0,0.0,3.5,0.3333333333333333
2024-03-20 02:15:00,432.0,22.3,58.0,0.0,1.0,0.3333333333333333
2024-03-20 02:30:00,434.0,22.0,58.0,0.0,2.0,0.3333333333333333
2024-03-20 02:45:00,433.0,22.0,58.0,0.0,3.0,0.3333333333333333
2024-03-20 03:00:00,435.0,22.0,58.0,0.0,11.0,0.3333333333333333
2024-03-20 03:15:00,427.0,22.0,58.0,0.0,5.0,0.3333333333333333
2024-03-20 03:30:00,438.0,22.0,58.0,0.0,1.0,0.3333333333333333
2024-03-20 03:45:00,429.0,22.0,57.0,3.0,5.0,0.3333333333333333
2024-03-20 04:00:00,440.0,21.8,57.0,0.0,3.5,0.3333333333333333
2024-03-20 04:15:00,435.0,21.8,56.0,0.0,2.0,0.3333333333333333
2024-03-20 04:30:00,427.0,21.8,56.0,1.0,1.0,0.3333333333333333
2024-03-20 04:45:00,433.0,21.65,55.5,0.5,7.0,0.3333333333333333
2024-03-20 05:00:00,441.0,21.5,55.0,0.0,1.0,0.3333333333333333
2024-03-20 05:15:00,433.0,21.5,54.0,0.5,5.0,0.33928571428571425
2024-03-20 05:30:00,432.0,21.5,54.0,0.0,1.0,0.34523809523809523
2024-03-20 05:45:00,431.0,21.3,54.0,0.0,8.0,0.35119047619047616
2024-03-20 06:00:00,430.0,21.3,54.0,0.0,1.0,0.35714285714285715
2024-03-20 06:15:00,429.0,21.3,54.0,0.0,2.0,0.3630952380952381
2024-03-20 06:30:00,435.5,21.3,54.0,0.0,5.0,0.36904761904761907
2024-03-20 06:45:00,441.0,21.3,53.0,0.0,1.0,0.375
2024-03-20 07:00:00,438.0,21.0,54.0,0.0,3.0,0.4
2024-03-20 07:15:00,435.5,21.55,52.5,0.0,2.0,0.6363636363636364
2024-03-20 07:30:00,442.0,22.3,50.0,0.0,3.0,0.6363636363636364
2024-03-20 07:45:00,428.0,22.8,48.0,0.0,3.0,0.5
2024-03-20 08:00:00,444.0,22.8,47.0,0.0,0.0,0.38095238095238093
2024-03-20 08:15:00,435.0,22.8,46.0,0.0,1.0,0.625
2024-03-20 08:30:00,434.5,23.15,44.5,0.0,2.0,0.4
2024-03-20 08:45:00,442.0,23.3,43.0,0.0,4.0,0.36363636363636365
2024-03-20 09:00:00,448.0,23.3,42.0,0.0,8.0,0.9
2024-03-20 09:15:00,457.0,23.3,42.0,0.0,2.0,1.0
2024-03-20 09:30:00,459.0,23.3,42.0,47.0,3.0,1.4523809523809523
2024-03-20 09:45:00,461.0,23.3,42.0,3.0,2.5,0.35294117647058826
2024-03-20 10:00:00,449.0,23.3,41.0,0.0,2.0,1.6842105263157894
2024-03-20 10:15:00,459.0,23.3,41.0,0.0,3.0,1.8695652173913044
2024-03-20 10:30:00,455.5,23.3,39.5,0.0,3.0,1.2058823529411764
2024-03-20 10:45:00,462.0,23.3,39.0,0.0,4.0,2.5625
2024-03-20 11:00:00,475.0,23.3,38.5,0.0,3.5,1.5454545454545454
2024-03-20 11:15:00,478.0,23.5,38.0,0.0,3.0,0.5333333333333333
2024-03-20 11:30:00,472.0,23.5,37.0,0.0,2.0,2.074468085106383
2024-03-20 11:45:00,483.5,23.5,39.5,0.0,2.0,1.8983050847457628
2024-03-20 12:00:00,502.0,23.5,41.0,0.0,2.0,2.206611570247934
2024-03-20 12:15:00,488.5,23.65,42.0,0.0,1.5,1.6229508196721312
2024-03-20 12:30:00,498.0,23.8,40.0,0.0,1.0,1.5932203389830508
2024-03-20 12:45:00,501.0,23.8,39.0,6.0,1.0,1.8630136986301369
2024-03-20 13:00:00,491.5,23.8,39.5,17.5,4.5,1.6833333333333333
2024-03-20 13:15:00,503.0,23.8,40.0,3.0,0.0,1.2972972972972974
2024-03-20 13:30:00,518.0,23.8,39.0,0.0,2.0,1.7571428571428571
2024-03-20 13:45:00,518.0,23.8,37.5,0.0,3.5,2.8142857142857145
2024-03-20 14:00:00,517.0,23.8,35.0,0.0,0.0,1.509433962264151
2024-03-20 14:15:00,508.0,23.8,36.0,0.0,4.5,1.1071428571428572
2024-03-20 14:30:00,504.0,23.8,36.0,0.0,4.0,0.5454545454545454
2024-03-20 14:45:00,521.0,23.8,36.0,0.0,5.0,1.7
2024-03-20 15:00:00,531.5,23.8,36.0,1.5,2.0,1.6666666666666667
2024-03-20 15:15:00,532.0,23.8,36.0,1.0,6.0,1.9285714285714286
2024-03-20 15:30:00,537.0,23.8,35.5,0.0,2.0,2.0365853658536586
2024-03-20 15:45:00,537.0,23.8,35.0,0.0,4.0,1.6296296296296295
2024-03-20 16:00:00,516.0,23.8,34.0,42.0,2.0,1.303030303030303
2024-03-20 16:15:00,526.0,23.8,34.5,41.5,3.5,1.1428571428571428
2024-03-20 16:30:00,508.0,23.8,33.0,11.0,1.0,0.9444444444444444
2024-03-20 16:45:00,503.5,23.8,33.0,0.0,2.0,0.375
2024-03-20 17:00:00,496.0,23.8,33.0,1.0,6.0,0.5384615384615384
2024-03-20 17:15:00,518.0,23.8,34.0,0.0,9.0,1.6753246753246753
2024-03-20 17:30:00,509.5,23.8,34.0,0.0,3.0,0.5789473684210527
2024-03-20 17:45:00,503.0,23.5,34.0,0.0,2.0,1.5932203389830508
2024-03-20 18:00:00,498.0,23.5,35.0,0.0,4.0,1.205128205128205
2024-03-20 18:15:00,491.5,23.5,35.5,0.0,2.0,0.5555555555555556
2024-03-20 18:30:00,473.0,23.5,35.0,0.0,2.0,0.3333333333333333
2024-03-20 18:45:00,470.0,23.4,34.5,0.0,1.0,0.0
2024-03-20 19:00:00,464.0,23.3,34.0,0.0,1.0,0.42857142857142855
2024-03-20 19:15:00,471.0,23.3,34.0,0.0,0.0,0.25
2024-03-20 19:30:00,469.5,23.3,34.0,0.0,1.5,0.425
2024-03-20 19:45:00,447.0,23.3,33.0,0.0,4.0,0.6
2024-03-20 20:00:00,446.0,23.3,34.0,0.0,3.5,0.3333333333333333
2024-03-20 20:15:00,442.0,23.3,34.0,0.0,3.0,0.625
2024-03-20 20:30:00,448.0,23.3,34.0,0.0,2.0,0.5
2024-03-20 20:45:00,446.5,23.3,34.0,0.0,2.5,0.6
2024-03-20 21:00:00,445.0,23.3,34.0,0.0,1.0,0.7
2024-03-20 21:15:00,436.0,23.4,33.0,0.0,2.5,0.8
2024-03-20 21:30:00,439.0,23.5,32.0,0.0,0.0,0.9
2024-03-20 21:45:00,429.0,23.5,32.0,0.0,1.0,1.0
2024-03-20 22:00:00,432.0,23.5,32.0,0.0,2.0,0.2
2024-03-20 22:15:00,431.0,23.8,32.0,0.0,0.0,0.335
2024-03-20 22:30:00,441.0,23.8,31.0,0.0,4.0,0.47000000000000003
2024-03-20 22:45:00,433.0,23.8,31.0,0.0,1.0,0.605
2024-03-20 23:00:00,444.0,23.8,31.0,0.0,2.0,0.74
2024-03-20 23:15:00,427.5,23.5,31.5,0.0,1.5,0.875
2024-03-20 23:30:00,439.0,23.3,32.0,0.0,4.0,0.75625
2024-03-20 23:45:00,433.0,23.3,32.0,0.0,4.0,0.6375
2024-03-21 00:00:00,439.5,23.0,33.0,0.0,2.0,0.51875
2024-03-21 00:15:00,450.0,22.8,33.0,0.0,2.0,0.4
2024-03-21 00:30:00,442.5,22.8,34.0,0.0,1.5,0.3952380952380953
2024-03-21 00:45:00,445.0,22.5,34.0,0.0,10.0,0.3904761904761905
2024-03-21 01:00:00,450.0,22.3,34.0,0.0,1.0,0.38571428571428573
2024-03-21 01:15:00,440.0,22.3,35.0,0.0,2.5,0.380952380952381
2024-03-21 01:30:00,440.0,22.3,35.0,0.0,1.0,0.3761904761904762
2024-03-21 01:45:00,438.0,22.0,35.0,0.0,2.0,0.37142857142857144
2024-03-21 02:00:00,452.0,22.0,35.0,0.0,4.5,0.3666666666666667
2024-03-21 02:15:00,442.0,22.0,35.0,0.0,1.0,0.3619047619047619
2024-03-21 02:30:00,449.5,21.9,35.5,0.0,2.5,0.35714285714285715
2024-03-21 02:45:00,453.0,21.8,36.0,0.0,2.0,0.35238095238095235
2024-03-21 03:00:00,431.0,21.8,36.0,0.0,2.0,0.3476190476190476
2024-03-21 03:15:00,439.5,21.5,36.0,0.0,5.0,0.34285714285714286
2024-03-21 03:30:00,451.0,21.5,36.0,0.0,2.0,0.33809523809523806
2024-03-21 03:45:00,452.5,21.5,37.0,0.0,3.5,0.3333333333333333
2024-03-21 04:00:00,442.0,21.3,37.0,0.0,1.0,0.3333333333333333
2024-03-21 04:15:00,452.0,21.3,37.0,0.0,2.0,0.3333333333333333
2024-03-21 04:30:00,439.0,21.3,37.0,0.0,2.5,0.3333333333333333
2024-03-21 04:45:00,438.0,21.3,37.0,0.0,3.0,0.3333333333333333
2024-03-21 05:00:00,433.0,21.3,38.0,0.0,4.0,0.3333333333333333
2024-03-21 05:15:00,437.0,21.3,38.0,0.0,1.0,0.3333333333333333
2024-03-21 05:30:00,443.0,21.3,38.0,0.0,1.0,0.3333333333333333
2024-03-21 05:45:00,433.0,21.3,38.5,0.0,3.5,0.3333333333333333
2024-03-21 06:00:00,437.0,21.3,39.0,0.0,2.0,0.3333333333333333
2024-03-21 06:15:00,446.0,21.3,39.0,0.0,1.0,0.3333333333333333
2024-03-21 06:30:00,440.0,21.15,39.0,0.0,3.0,0.3333333333333333
2024-03-21 06:45:00,433.0,21.0,39.0,0.0,2.0,0.8
2024-03-21 07:00:00,438.5,21.0,39.0,0.0,3.0,0.6444444444444445
2024-03-21 07:15:00,449.0,21.0,39.0,0.0,4.0,0.4888888888888889
2024-03-21 07:30:00,459.0,21.5,39.0,0.0,0.0,0.3333333333333333
2024-03-21 07:45:00,461.0,22.5,36.0,0.0,3.0,0.3333333333333333
2024-03-21 08:00:00,477.0,22.5,36.0,0.0,2.0,0.3333333333333333
2024-03-21 08:15:00,467.5,23.15,35.5,0.0,2.5,0.3333333333333333
2024-03-21 08:30:00,460.0,23.5,35.0,0.0,4.0,0.3333333333333333
2024-03-21 08:45:00,466.0,23.8,34.0,0.0,4.0,0.3333333333333333
2024-03-21 09:00:00,463.0,24.0,34.0,0.0,1.0,0.625
2024-03-21 09:15:00,453.0,23.8,34.0,0.0,3.0,0.5
2024-03-21 09:30:00,453.0,23.8,33.0,0.0,6.0,0.2857142857142857
2024-03-21 09:45:00,452.0,23.8,33.0,0.0,2.0,0.5
2024-03-21 10:00:00,476.0,23.8,33.0,0.0,3.0,0.6875
2024-03-21 10:15:00,485.5,23.8,33.0,0.0,3.5,0.375
2024-03-21 10:30:00,515.0,23.8,33.0,0.0,1.0,1.7733333333333334
2024-03-21 10:45:00,509.0,23.8,33.0,0.0,2.0,2.25531914893617
2024-03-21 11:00:00,507.0,23.8,34.0,0.0,0.5,2.0597014925373136
2024-03-21 11:15:00,516.0,23.8,34.0,0.0,1.0,1.564102564102564
2024-03-21 11:30:00,492.0,23.8,34.0,0.0,2.0,1.558139534883721
2024-03-21 11:45:00,498.0,24.0,34.0,0.0,4.0,1.4833333333333334
2024-03-21 12:00:00,484.0,24.0,34.0,0.0,0.0,3.515625
2024-03-21 12:15:00,514.0,23.9,34.0,0.0,1.0,1.4067796610169492
2024-03-21 12:30:00,521.0,24.0,34.0,0.0,0.0,1.2903225806451613
2024-03-21 12:45:00,515.5,24.0,34.0,20.0,3.0,1.2093023255813953
2024-03-21 13:00:00,522.0,24.3,34.0,3.0,1.0,1.8175182481751824
2024-03-21 13:15:00,537.0,24.3,34.0,0.0,0.0,2.5670103092783507
2024-03-21 13:30:00,525.0,24.3,33.5,0.0,2.0,2.549019607843137
2024-03-21 13:45:00,516.0,24.3,33.0,0.0,4.0,1.9285714285714286
2024-03-21 14:00:00,519.0,24.3,33.0,0.0,2.0,0.6818181818181818
2024-03-21 14:15:00,497.0,24.0,33.0,0.0,1.0,0.75
2024-03-21 14:30:00,485.0,24.0,33.0,0.0,2.0,0.8235294117647058
2024-03-21 14:45:00,494.5,23.9,33.0,0.0,1.0,1.7966101694915255
2024-03-21 15:00:00,477.0,23.5,33.0,72.0,4.0,1.4782608695652173
2024-03-21 15:15:00,467.0,23.4,33.0,51.0,3.0,1.690909090909091
2024-03-21 15:30:00,484.0,23.3,34.0,103.0,2.0,1.8791946308724832
2024-03-21 15:45:00,474.0,23.0,34.0,34.0,2.0,2.4591836734693877
2024-03-21 16:00:00,486.5,23.0,34.0,0.0,7.5,1.8205128205128205
2024-03-21 16:15:00,472.0,23.0,34.0,0.0,7.0,0.7419354838709677
2024-03-21 16:30:00,460.0,22.8,34.0,0.0,1.0,0.7692307692307693
2024-03-21 16:45:00,486.5,22.8,36.0,0.5,1.0,1.5245901639344261
2024-03-21 17:00:00,489.0,22.8,38.0,0.0,3.0,1.2727272727272727
2024-03-21 17:15:00,498.0,22.8,40.0,0.0,2.5,1.2954545454545454
2024-03-21 17:30:00,502.0,22.8,40.0,0.0,3.0,2.716666666666667
2024-03-21 17:45:00,518.0,22.8,41.0,0.0,3.0,2.593220338983051
2024-03-21 18:00:00,499.5,22.8,41.5,0.0,4.0,2.6721311475409837
2024-03-21 18:15:00,507.0,22.8,42.0,0.0,1.0,1.5510204081632653
2024-03-21 18:30:00,491.5,22.5,42.0,0.0,2.5,1.2285714285714286
2024-03-21 18:45:00,501.0,22.5,42.0,0.0,2.0,1.6744186046511629
2024-03-21 19:00:00,486.0,22.3,43.0,0.0,4.0,0.68
2024-03-21 19:15:00,472.0,22.5,43.0,0.0,2.5,0.5454545454545454
2024-03-21 19:30:00,467.0,22.8,42.0,0.0,2.0,0.5
2024-03-21 19:45:00,448.0,22.8,42.5,0.5,1.5,0.4
2024-03-21 20:00:00,449.0,22.8,42.0,0.0,2.0,0.3333333333333333
2024-03-21 20:15:00,473.0,22.8,42.0,0.0,3.0,0.7272727272727273
2024-03-21 20:30:00,455.0,22.9,42.0,0.0,3.5,0.5303030303030303
2024-03-21 20:45:00,456.0,23.0,42.0,0.0,2.0,0.3333333333333333
2024-03-21 21:00:00,448.0,23.0,42.0,0.0,0.0,0.3333333333333333
2024-03-21 21:15:00,440.0,23.0,42.0,0.0,1.5,0.8666666666666667
2024-03-21 21:30:00,439.0,23.3,42.0,0.0,3.0,0.8074074074074075
2024-03-21 21:45:00,433.5,23.3,41.5,0.0,1.0,0.7481481481481481
2024-03-21 22:00:00,422.0,23.3,41.0,0.0,4.0,0.6888888888888889
2024-03-21 22:15:00,435.0,23.3,42.0,0.0,2.0,0.6296296296296295
2024-03-21 22:30:00,430.5,23.3,41.0,0.0,2.0,0.5703703703703703
2024-03-21 22:45:00,431.0,23.3,42.0,0.0,0.0,0.5111111111111111
2024-03-21 23:00:00,428.0,23.3,41.5,0.0,2.0,0.4518518518518518
2024-03-21 23:15:00,428.0,23.3,41.0,0.0,1.0,0.3925925925925925
2024-03-21 23:30:00,439.0,23.3,41.0,0.0,4.0,0.3333333333333333
2024-03-21 23:45:00,430.5,23.0,42.0,0.0,3.0,0.3390804597701149
2024-03-22 00:00:00,433.0,22.8,42.0,0.0,1.0,0.3448275862068965
2024-03-22 00:15:00,440.0,22.8,42.0,0.0,2.5,0.3505747126436781
2024-03-22 00:30:00,443.0,22.5,42.0,0.0,1.0,0.3563218390804598
2024-03-22 00:45:00,441.0,22.5,42.0,0.0,1.0,0.3620689655172414
2024-03-22 01:00:00,441.5,22.4,42.0,0.0,1.0,0.367816091954023
2024-03-22 01:15:00,436.0,22.3,42.0,0.0,2.0,0.3735632183908046
2024-03-22 01:30:00,439.0,22.3,42.0,0.0,4.0,0.3793103448275862
2024-03-22 01:45:00,436.0,22.0,42.0,0.0,1.0,0.3850574712643678
2024-03-22 02:00:00,453.0,22.0,42.0,0.0,1.0,0.3908045977011494
2024-03-22 02:15:00,441.0,21.8,42.0,0.0,2.0,0.39655172413793105
2024-03-22 02:30:00,441.0,21.8,42.0,0.0,2.0,0.40229885057471265
2024-03-22 02:45:00,447.0,21.5,42.0,0.0,2.0,0.40804597701149425
2024-03-22 03:00:00,437.5,21.5,42.0,0.0,1.0,0.41379310344827586
2024-03-22 03:15:00,456.0,21.3,42.0,0.0,2.0,0.41954022988505746
2024-03-22 03:30:00,443.0,21.15,42.0,0.0,1.5,0.42528735632183906
2024-03-22 03:45:00,447.0,21.0,42.0,0.0,1.0,0.43103448275862066
2024-03-22 04:00:00,446.0,21.0,42.0,0.0,1.0,0.4367816091954023
2024-03-22 04:15:00,444.0,20.8,43.0,0.0,2.0,0.4425287356321839
2024-03-22 04:30:00,453.0,20.8,43.0,0.0,2.0,0.4482758620689655
2024-03-22 04:45:00,445.0,20.8,43.0,0.0,2.0,0.4540229885057471
2024-03-22 05:00:00,454.0,20.5,43.0,0.0,2.0,0.45977011494252873
2024-03-22 05:15:00,447.0,20.5,43.0,0.0,1.0,0.4655172413793104
2024-03-22 05:30:00,449.0,20.5,43.0,0.0,1.5,0.47126436781609193
2024-03-22 05:45:00,447.0,20.5,43.0,0.0,1.0,0.4770114942528736
2024-03-22 06:00:00,440.0,20.5,43.0,0.0,2.0,0.48275862068965514
2024-03-22 06:15:00,442.5,20.5,43.0,0.0,1.5,0.4885057471264368
2024-03-22 06:30:00,448.0,20.5,44.0,0.0,1.0,0.4942528735632184
2024-03-22 06:45:00,458.0,20.5,44.0,0.0,1.0,0.5
2024-03-22 07:00:00,449.0,20.3,44.0,0.0,4.0,0.5
2024-03-22 07:15:00,449.0,20.5,45.0,0.0,1.0,0.5
2024-03-22 07:30:00,447.5,21.55,43.5,0.0,5.5,0.5
2024-03-22 07:45:00,441.0,22.5,42.0,0.0,2.0,1.1538461538461537
2024-03-22 08:00:00,449.0,23.25,40.5,0.0,2.5,0.75
2024-03-22 08:15:00,455.0,23.8,40.0,0.0,2.0,1.7903225806451613
2024-03-22 08:30:00,449.0,24.5,38.0,0.0,2.0,1.4722222222222223
2024-03-22 08:45:00,451.5,25.0,38.0,0.0,4.5,1.3157894736842106
2024-03-22 09:00:00,476.0,25.3,38.0,0.0,1.0,0.2857142857142857
2024-03-22 09:15:00,470.5,24.9,39.0,0.0,1.5,0.6
2024-03-22 09:30:00,459.0,24.8,40.0,0.0,3.0,0.3333333333333333
2024-03-22 09:45:00,461.0,24.5,40.0,0.0,2.0,1.4615384615384615
2024-03-22 10:00:00,492.0,24.3,41.0,0.0,2.5,2.130434782608696
2024-03-22 10:15:00,492.0,24.3,41.0,0.0,1.0,1.7704918032786885
2024-03-22 10:30:00,502.0,24.3,42.0,0.0,3.0,1.725
2024-03-22 10:45:00,514.5,24.3,42.0,0.0,1.0,1.5526315789473684
2024-03-22 11:00:00,501.0,24.3,42.0,0.0,1.0,1.1290322580645162
2024-03-22 11:15:00,506.5,24.3,41.5,0.0,3.0,1.4615384615384615
2024-03-22 11:30:00,521.0,24.3,41.0,0.0,1.0,1.6229508196721312
2024-03-22 11:45:00,525.0,24.3,41.0,0.0,1.0,1.3333333333333333
2024-03-22 12:00:00,521.0,24.3,41.5,0.0,1.0,1.5172413793103448
2024-03-22 12:15:00,529.0,24.3,41.0,0.0,1.0,1.6363636363636365
2024-03-22 12:30:00,527.0,24.3,41.0,0.0,1.0,1.5961538461538463
2024-03-22 12:45:00,540.0,24.5,41.0,0.0,3.0,0.6956521739130435
2024-03-22 13:00:00,506.0,24.5,43.0,0.0,5.0,1.641025641025641
2024-03-22 13:15:00,519.0,24.5,44.0,0.0,1.0,2.1267605633802815
2024-03-22 13:30:00,505.0,24.5,45.0,0.0,1.0,1.8790322580645162
2024-03-22 13:45:00,494.5,24.3,45.0,0.0,1.0,2.5546218487394956
2024-03-22 14:00:00,471.0,24.3,44.0,0.0,1.0,2.354330708661417
2024-03-22 14:15:00,496.0,24.0,43.0,0.0,1.0,2.3552631578947367
2024-03-22 14:30:00,467.5,24.0,41.5,0.0,2.0,2.1446540880503147
2024-03-22 14:45:00,474.0,24.0,41.0,0.0,1.0,1.1111111111111112
2024-03-22 15:00:00,471.0,23.8,41.0,0.0,1.0,1.303030303030303
2024-03-22 15:15:00,464.0,23.4,41.5,0.0,2.5,0.4
2024-03-22 15:30:00,464.0,23.3,42.0,0.0,1.0,2.4691358024691357
2024-03-22 15:45:00,466.0,23.15,43.0,0.0,2.0,0.7777777777777778
2024-03-22 16:00:00,473.0,23.0,44.0,0.0,2.0,1.5862068965517242
2024-03-22 16:15:00,453.0,23.0,45.0,0.0,3.0,1.6153846153846154
2024-03-22 16:30:00,453.0,23.0,45.0,9.5,1.0,1.2
2024-03-22 16:45:00,451.0,22.8,44.0,0.0,4.0,1.4814814814814814
2024-03-22 17:00:00,456.0,22.8,44.0,0.0,2.0,1.0
2024-03-22 17:15:00,455.0,22.8,44.0,0.0,1.0,0.8695652173913043
2024-03-22 17:30:00,473.0,22.8,44.0,0.0,3.0,0.5
2024-03-22 17:45:00,462.5,22.8,44.5,0.0,4.0,0.7857142857142857
2024-03-22 18:00:00,461.0,22.5,45.0,0.0,4.0,0.76
2024-03-22 18:15:00,474.0,22.4,45.5,0.0,4.5,0.5
2024-03-22 18:30:00,471.0,22.5,46.0,0.0,7.0,0.3333333333333333
2024-03-22 18:45:00,468.0,22.5,46.0,0.0,4.0,0.3333333333333333
2024-03-22 19:00:00,468.5,22.3,47.0,0.0,2.0,0.3333333333333333
2024-03-22 19:15:00,454.0,22.3,47.0,0.0,2.0,0.3333333333333333
2024-03-22 19:30:00,475.0,22.5,47.0,0.0,3.0,0.3333333333333333
2024-03-22 19:45:00,467.0,22.5,47.0,0.0,2.0,0.3333333333333333
2024-03-22 20:00:00,461.0,22.8,47.0,0.0,2.0,0.3333333333333333
2024-03-22 20:15:00,457.0,22.8,47.0,0.0,1.0,0.3333333333333333
2024-03-22 20:30:00,443.0,22.8,47.0,0.0,3.0,0.3333333333333333
2024-03-22 20:45:00,444.0,22.8,47.0,0.0,2.0,0.625
2024-03-22 21:00:00,427.0,22.8,47.0,0.0,2.5,0.3333333333333333
2024-03-22 21:15:00,439.0,23.0,47.0,0.0,5.0,0.3333333333333333
2024-03-22 21:30:00,427.0,23.0,47.0,0.0,4.0,0.3333333333333333
2024-03-22 21:45:00,441.0,23.0,47.0,0.0,3.0,0.34375
2024-03-22 22:00:00,436.0,23.0,47.0,0.0,4.0,0.35416666666666663
2024-03-22 22:15:00,426.0,23.0,47.0,0.0,3.0,0.3645833333333333
2024-03-22 22:30:00,438.0,23.0,46.0,0.0,9.0,0.375
2024-03-22 22:45:00,441.0,23.0,46.0,0.0,4.0,0.38541666666666663
2024-03-22 23:00:00,436.0,23.0,46.0,0.0,3.0,0.3958333333333333
2024-03-22 23:15:00,434.0,23.3,46.0,0.0,6.0,0.40625
2024-03-22 23:30:00,439.5,23.0,46.0,0.0,4.5,0.41666666666666663
2024-03-22 23:45:00,458.0,23.0,46.0,0.0,4.0,0.4270833333333333
2024-03-23 00:00:00,444.0,23.0,46.0,0.0,6.0,0.4375
2024-03-23 00:15:00,442.5,22.8,46.0,0.0,6.5,0.44791666666666663
2024-03-23 00:30:00,439.0,22.8,46.0,0.0,12.0,0.4583333333333333
2024-03-23 00:45:00,444.0,22.65,46.0,0.0,9.5,0.46875
2024-03-23 01:00:00,440.0,22.5,46.0,0.0,15.0,0.47916666666666663
2024-03-23 01:15:00,431.0,22.5,46.0,0.0,7.0,0.48958333333333337
2024-03-23 01:30:00,453.0,22.4,46.0,0.0,7.0,0.5
2024-03-23 01:45:00,448.0,22.3,46.0,0.0,6.0,0.0
2024-03-23 02:00:00,432.5,22.3,46.0,0.0,5.0,0.012121212121212123
2024-03-23 02:15:00,456.0,22.0,46.0,0.0,4.0,0.024242424242424246
2024-03-23 02:30:00,453.0,22.0,46.0,0.0,5.0,0.03636363636363637
2024-03-23 02:45:00,444.5,22.0,46.0,0.0,5.0,0.04848484848484849
2024-03-23 03:00:00,452.0,21.8,46.0,0.0,3.0,0.060606060606060615
2024-03-23 03:15:00,451.5,21.8,46.0,0.0,6.5,0.07272727272727274
2024-03-23 03:30:00,443.0,21.5,46.0,0.0,4.0,0.08484848484848485
2024-03-23 03:45:00,438.0,21.5,46.0,0.0,5.0,0.09696969696969698
2024-03-23 04:00:00,449.0,21.4,47.0,0.0,5.0,0.1090909090909091
2024-03-23 04:15:00,443.0,21.3,47.0,0.0,4.0,0.12121212121212123
2024-03-23 04:30:00,440.0,21.3,47.0,0.0,5.0,0.13333333333333336
2024-03-23 04:45:00,452.5,21.15,47.0,0.0,2.0,0.14545454545454548
2024-03-23 05:00:00,457.0,21.0,47.0,0.0,2.0,0.1575757575757576
2024-03-23 05:15:00,447.0,21.0,47.0,0.0,4.0,0.1696969696969697
2024-03-23 05:30:00,438.0,21.0,47.0,0.0,2.0,0.18181818181818185
2024-03-23 05:45:00,441.0,20.8,47.0,0.0,3.0,0.19393939393939397
2024-03-23 06:00:00,445.0,20.8,47.0,0.0,4.0,0.20606060606060608
2024-03-23 06:15:00,442.0,20.8,47.0,0.0,2.0,0.2181818181818182
2024-03-23 06:30:00,446.5,20.65,47.0,0.0,3.5,0.23030303030303031
2024-03-23 06:45:00,444.0,20.5,47.0,0.0,3.0,0.24242424242424246
2024-03-23 07:00:00,448.0,20.5,48.0,0.0,4.0,0.2545454545454546
2024-03-23 07:15:00,440.5,20.9,48.5,0.0,4.0,0.2666666666666667
2024-03-23 07:30:00,430.0,21.8,47.0,0.0,3.0,0.2787878787878788
2024-03-23 07:45:00,445.5,22.65,46.0,0.0,1.5,0.29090909090909095
2024-03-23 08:00:00,443.0,23.5,46.0,0.0,1.0,0.30303030303030304
2024-03-23 08:15:00,440.0,24.0,46.0,0.0,1.0,0.3151515151515152
2024-03-23 08:30:00,444.5,24.65,46.0,0.0,2.5,0.3272727272727273
2024-03-23 08:45:00,457.0,24.8,46.0,0.0,2.0,0.3393939393939394
